3 47000 384 1438
3 48000 392 1460
3 49000 399 1497
3 50000 410 1528
4 5000 35 157
4 6000 44 192
4 7000 52 229
4 8000 59 268
4 9000 67 304
4 10000 74 339
4 11000 81 378
4 12000 89 412
4 13000 96 454
4 14000 103 492
4 15000 111 529
4 16000 119 568
4 17000 126 607
4 18000 135 645
4 19000 144 684
4 20000 151 721
4 21000 159 758
4 22000 167 800
4 23000 176 843
4 24000 184 881
4 25000 192 920
4 26000 206 961
4 27000 208 1008
4 28000 219 1042
4 29000 233 1081
4 30000 234 1120
4 31000 250 1161
4 32000 260 1197
4 33000 268 1240
4 34000 338 1283
4 35000 357 1322
4 36000 370 1361
4 37000 384 1397
4 38000 390 1442
4 39000 401 1484
4 40000 410 1525
4 41000 423 1562
4 42000 432 1599
4 43000 443 1638
4 44000 453 1672
4 45000 466 1723
4 46000 477 1754
4 47000 488 1807
4 48000 495 1838
4 49000 507 1879
4 50000 521 1925
5 5000 45 157
5 6000 55 193
5 7000 65 228
5 8000 74 265
5 9000 83 302
5 10000 92 339
5 11000 101 376
5 12000 110 411
5 13000 120 454
5 14000 130 489
5 15000 141 529
5 16000 150 569
5 17000 160 607
5 18000 170 645
5 19000 180 680
5 20000 190 725
5 21000 200 768
5 22000 209 803
5 23000 227 841
5 24000 231 884
5 25000 244 921
5 26000 250 959
5 27000 268 1002
5 28000 274 1045
5 29000 287 1088
5 30000 304 1125
5 31000 314 1173
5 32000 328 1208
5 33000 398 1251
5 34000 417 1290
5 35000 430 1327
5 36000 444 1377
5 37000 457 1412
5 38000 471 1458
5 39000 486 1503
5 40000 498 1540
5 41000 510 1588
5 42000 524 1627
5 43000 537 1670
5 44000 550 1715
5 45000 565 1753
5 46000 580 1790
5 47000 591 1841
5 48000 609 1872
5 49000 615 1925
5 50000 629 1961
6 5000 54 157
6 6000 67 194
6 7000 80 232
6 8000 89 264
6 9000 100 302
6 10000 110 337
6 11000 121 375
6 12000 132 413
6 13000 145 451
6 14000 157 489
6 15000 168 525
6 16000 178 566
6 17000 196 605
6 18000 205 646
6 19000 219 680
6 20000 229 723
6 21000 241 760
6 22000 251 800
6 23000 273 838
6 24000 278 880
6 25000 290 921
6 26000 301 964
6 27000 372 1005
6 28000 392 1036
6 29000 405 1083
6 30000 421 1122
6 31000 435 1165
6 32000 453 1200
6 33000 473 1249
6 34000 485 1292
6 35000 501 1323
6 36000 521 1373
6 37000 537 1420
6 38000 549 1458
6 39000 564 1496
6 40000 580 1535
6 41000 597 1579
6 42000 615 1623
6 43000 629 1661
6 44000 639 1697
6 45000 664 1752
6 46000 679 1784
6 47000 691 1832
6 48000 710 1870
6 49000 725 1920
6 50000 742 1964
7 5000 64 158
7 6000 77 192
7 7000 92 229
7 8000 104 266
7 9000 116 301
7 10000 130 340
7 11000 143 377
7 12000 157 412
7 13000 170 454
7 14000 184 491
7 15000 199 531
7 16000 212 568
7 17000 226 604
7 18000 239 645
7 19000 254 682
7 20000 270 722
7 21000 281 760
7 22000 298 799
7 23000 308 839
7 24000 373 882
7 25000 395 921
7 26000 411 959
7 27000 428 1003
7 28000 448 1044
7 29000 465 1081
7 30000 483 1124
7 31000 502 1171
7 32000 532 1209
7 33000 544 1250
7 34000 558 1291
7 35000 586 1340
7 36000 610 1383
7 37000 626 1417
7 38000 693 1512
7 39000 668 1525
7 40000 681 1542
7 41000 693 1584
7 42000 723 1625
7 43000 727 1668
7 44000 743 1706
7 45000 765 1756
7 46000 785 1801
7 47000 801 1832
7 48000 818 1879
7 49000 840 1921
7 50000 866 1968
8 5000 72 157
8 6000 89 192
8 7000 104 227
8 8000 120 264
8 9000 130 301
8 10000 147 337
8 11000 162 377
8 12000 186 417
8 13000 196 449
8 14000 208 485
8 15000 224 525
8 16000 243 564
8 17000 254 605
8 18000 274 644
8 19000 286 680
8 20000 303 723
8 21000 325 763
8 22000 333 801
8 23000 400 837
8 24000 422 885
8 25000 443 942
8 26000 463 961
8 27000 485 1004
8 28000 522 1042
8 29000 526 1086
8 30000 548 1124
8 31000 566 1170
8 32000 592 1212
8 33000 610 1249
8 34000 627 1282
8 35000 651 1327
8 36000 676 1373
8 37000 691 1414
8 38000 711 1455
8 39000 732 1497
8 40000 754 1532
8 41000 774 1577
8 42000 796 1621
8 43000 823 1667
8 44000 841 1708
8 45000 858 1748
8 46000 882 1791
8 47000 898 1833
8 48000 926 1873
8 49000 946 1917
8 50000 968 1957
9 5000 81 156
9 6000 100 191
9 7000 115 226
9 8000 133 263
9 9000 149 298
9 10000 167 338
9 11000 184 375
9 12000 199 411
9 13000 217 448
9 14000 235 488
9 15000 250 526
9 16000 265 565
9 17000 285 616
9 18000 306 643
9 19000 326 681
9 20000 340 723
9 21000 369 765
9 22000 386 804
9 23000 453 841
9 24000 472 877
9 25000 495 924
9 26000 519 964
9 27000 540 1002
9 28000 560 1045
9 29000 589 1095
9 30000 614 1124
9 31000 630 1164
9 32000 660 1206
9 33000 682 1248
9 34000 707 1288
9 35000 736 1331
9 36000 752 1372
9 37000 784 1422
9 38000 813 1463
9 39000 828 1496
9 40000 860 1554
9 41000 901 1617
9 42000 896 1623
9 43000 916 1669
9 44000 942 1707
9 45000 975 1757
9 46000 990 1791
9 47000 1010 1837
9 48000 1039 1873
9 49000 1057 1920
9 50000 1085 1969
